Timestamp,Gender,Career stage / position,Are you a wet or dry lab person?,Which industry do you work in?,In which country do you live/work?,R experience: How long have you been using R? ,Do you use base R or tidyverse? [Base R],Do you use base R or tidyverse? [Tidyverse],Bioconductor experience: How long have you been using Bioconductor? ,Is R/Bioconductor your primary analysis tool?,"What other programming languages do you use? (e.g. C, JavaScript, MATLAB, Python, ...)","What other biological software projects do you use? (e.g. Bioconda, Biopython, Galaxy, ...)",What types of data do you analyze using Bioconductor?,What is your primary tool for interacting with R/Bioconductor?,Which of the following do you do?,What barriers are there to contributing your package to Bioconductor?,Where do you go to get help on Bioconductor package use?,Please consider some specific aspects of Bioconductor. How satisfied are you with ... [Guide to Scale: 1 = Very Dissatisfied; 2 = Dissatisfied; 3 = OK; 4 = Satisfied; 5 = Very Satisfied] [Bioconductor's website],Please consider some specific aspects of Bioconductor. How satisfied are you with ... [Guide to Scale: 1 = Very Dissatisfied; 2 = Dissatisfied; 3 = OK; 4 = Satisfied; 5 = Very Satisfied] [Bioconductor's support site],Please consider some specific aspects of Bioconductor. How satisfied are you with ... [Guide to Scale: 1 = Very Dissatisfied; 2 = Dissatisfied; 3 = OK; 4 = Satisfied; 5 = Very Satisfied] [Bioconductor's package documentation],Please consider some specific aspects of Bioconductor. How satisfied are you with ... [Guide to Scale: 1 = Very Dissatisfied; 2 = Dissatisfied; 3 = OK; 4 = Satisfied; 5 = Very Satisfied] [Ease of use of Bioconductor packages],Please consider some specific aspects of Bioconductor. How satisfied are you with ... [Guide to Scale: 1 = Very Dissatisfied; 2 = Dissatisfied; 3 = OK; 4 = Satisfied; 5 = Very Satisfied] [Quality of Bioconductor packages],Please consider some specific aspects of Bioconductor. How satisfied are you with ... [Guide to Scale: 1 = Very Dissatisfied; 2 = Dissatisfied; 3 = OK; 4 = Satisfied; 5 = Very Satisfied] [Breadth of Bioconductor packages],Please consider some specific aspects of Bioconductor. How satisfied are you with ... [Guide to Scale: 1 = Very Dissatisfied; 2 = Dissatisfied; 3 = OK; 4 = Satisfied; 5 = Very Satisfied] [Bioconductor core classes and packages],Please consider some specific aspects of Bioconductor. How satisfied are you with ... [Guide to Scale: 1 = Very Dissatisfied; 2 = Dissatisfied; 3 = OK; 4 = Satisfied; 5 = Very Satisfied] [Bioconductor training material],Please consider some specific aspects of Bioconductor. How satisfied are you with ... [Guide to Scale: 1 = Very Dissatisfied; 2 = Dissatisfied; 3 = OK; 4 = Satisfied; 5 = Very Satisfied] [Bioconductor annotation resources],Please consider some specific aspects of Bioconductor. How satisfied are you with ... [Guide to Scale: 1 = Very Dissatisfied; 2 = Dissatisfied; 3 = OK; 4 = Satisfied; 5 = Very Satisfied] [Interactive R/Shiny],Please consider some specific aspects of Bioconductor. How satisfied are you with ... [Guide to Scale: 1 = Very Dissatisfied; 2 = Dissatisfied; 3 = OK; 4 = Satisfied; 5 = Very Satisfied] [Data Visualization ],Please consider some specific aspects of Bioconductor. How satisfied are you with ... [Guide to Scale: 1 = Very Dissatisfied; 2 = Dissatisfied; 3 = OK; 4 = Satisfied; 5 = Very Satisfied] [Bioconductor GitHub repository],Please consider some specific aspects of Bioconductor. How satisfied are you with ... [Guide to Scale: 1 = Very Dissatisfied; 2 = Dissatisfied; 3 = OK; 4 = Satisfied; 5 = Very Satisfied] [Bioconductor F1000 workflows],Please consider some specific aspects of Bioconductor. How satisfied are you with ... [Guide to Scale: 1 = Very Dissatisfied; 2 = Dissatisfied; 3 = OK; 4 = Satisfied; 5 = Very Satisfied] [Package submission and review process],Please consider some specific aspects of Bioconductor. How satisfied are you with ... [Guide to Scale: 1 = Very Dissatisfied; 2 = Dissatisfied; 3 = OK; 4 = Satisfied; 5 = Very Satisfied] [Overall satisfaction with Bioconductor],"Please tell us about your experience with Bioconductor annotation resources (e.g. annotation packages, biomaRt, AnnotationHub, ...)",Please tell us about your experience with Bioconductor ExperimentHub,Which Bioconductor packages do you use most frequently?,What are the best aspects of Bioconductor?,What are the worst aspects of Bioconductor?,Do you have suggestions for new activities to benefit the user or developer community?,What analysis would you like to do in Bioconductor but currently cannot?,"Is there anything else you'd like to tell us? (e.g. future vision for Bioconductor, ...)"
10/7/2019 23:01:48,Male,Undergraduate student,Dry lab,Academia / University,Italy,1 - 2 years,Frequent user,Rare user,< 1 year,No,Python,Bioconda,,Command line,"I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I have written my own R / Bioconductor package and released it via Bioconductor",,,5,Not Applicable / Rarely use,Not Applicable / Rarely use,5,4,4,4,5,4,Not Applicable / Rarely use,4,Not Applicable / Rarely use,Not Applicable / Rarely use,4,5,,,,,,,,
10/7/2019 23:18:06,Male,researcher,Dry lab,Academia / University,Switzerland,> 10 years,Frequent user,Sometimes user,> 10 years,Yes,Perl,Bioconda,"RNA sequencing (bulk), Methylation, Single cell genomics, Metabolomics, Proteomics, Microarray, FACS, CRISPR, CyTOF, Olink ","Command line, RStudio","I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I contribute to R packages (on CRAN, Bioconductor or elsewhere), I have written my own R / Bioconductor package that is shared on GitHub or similar, I have written my own R / Bioconductor package and released it via Bioconductor","Complexity of release cycle (e.g., need to maintain several concurrent versions of R); self pressure on contributing something bug-free; few unmet needs (for my use) because very large current offer of packages",help pages; vignettes,4,4,4,3,4,5,5,4,4,Not Applicable / Rarely use,4,Not Applicable / Rarely use,4,4,5,"annotation packages work well, but focused on NCBI IDs/system; biomaRt slow and often down; ensembldb/AnnotationHub works well for basic annotation",Mainly used it to retrieve ensembldb databases,edgeR; limma; scater; scran; DropletUtils; SingleR; org.db and ensembldb; etc,,"Ease for reproducing analysis (e.g., how to rerun an analysis with specific versions of packages); working with release and devel packages at same time","More tutorials maybe (please not using video!); dedicated team in charge of optimizing slow packages;  dedicated team in charge of (re)implementing packages of methods used in one field but not available in R (e.g., I really appreciated the reimplementation of SingleR)",RNA velocity (I have very little faith in the overly complex and not well documented velocyto.R implementation),Keep on going with the good work!!!
10/7/2019 23:19:48,F,lecturer,Dry lab,,uk,> 10 years,Frequent user,Sometimes user,2 - 5 years,Yes,"python, c",,RNA sequencing (bulk),Emacs + ESS,"I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I contribute to R packages (on CRAN, Bioconductor or elsewhere)",,,2,2,2,2,2,2,2,Not Applicable / Rarely use,Not Applicable / Rarely use,4,4,Not Applicable / Rarely use,Not Applicable / Rarely use,2,2,,,,,,,,
10/7/2019 23:28:49,Male,PhD student,Dry lab,Academia / University,Switzerland,2 - 5 years,Frequent user,Rare user,2 - 5 years,Yes,Python,Bioconda,"DNA sequencing (whole genome, exome / targeted), Single cell genomics, Microarray",RStudio,"I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I have written my own R / Bioconductor package, but its not publicly available",Time.,,3,Not Applicable / Rarely use,4,4,4,4,3,Not Applicable / Rarely use,Not Applicable / Rarely use,Not Applicable / Rarely use,4,Not Applicable / Rarely use,Not Applicable / Rarely use,Not Applicable / Rarely use,4,,,"dplyr, purrr, SingleCellExperiment, org.Hs.eg.db","Number of available tools, ease of installation, documentation. ",Too many tools (very often redundant),,,
10/7/2019 23:45:09,male,Bioinformatician,Dry lab,Academia / University,US,> 10 years,Frequent user,Rare user,> 10 years,Yes,"C, JavaScript, Python",bioconda,"RNA sequencing (bulk), DNA sequencing (whole genome, exome / targeted), Methylation, Single cell genomics, Metabolomics, Proteomics, Microarray, Imaging data, CRISPR","Command line, RStudio","I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I contribute to R packages (on CRAN, Bioconductor or elsewhere), I have written my own R / Bioconductor package and released it via Bioconductor",None,Bioconductor website,4,5,5,5,4,4,5,5,4,3,4,3,4,5,5,Very easy to use. But it is difficult to convert all alias to entriz id.,None,"EdgeR, DEseq2, ChIPpeakAnno",Documentation,NA,NA,local support.,NA
10/8/2019 0:32:33,Male,Research Assistant,Dry lab,Academia / University,Canada,5 - 10 years,Frequent user,Sometimes user,5 - 10 years,Yes,"C, Javascript, Bash, Java, Python",,"RNA sequencing (bulk), Methylation, Proteomics, Microarray","Command line, RGui","I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I contribute to R packages (on CRAN, Bioconductor or elsewhere), I have written my own R / Bioconductor package that is shared on GitHub or similar, I have written my own R / Bioconductor package and released it via Bioconductor",Not generally relevant to the general population,"Package documentation, StackOverflow",4,4,4,4,5,5,5,4,4,4,4,3,Not Applicable / Rarely use,5,5,,,,,,,,
10/8/2019 0:49:52,male,PhD student,Both,Academia / University,Germany,2 - 5 years,Sometimes user,Frequent user,2 - 5 years,Yes,Python,,"RNA sequencing (bulk), DNA sequencing (whole genome, exome / targeted), Single cell genomics, scRNA-Seq",RStudio,"I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators",,Documentation,3,5,4,4,5,5,5,Not Applicable / Rarely use,4,Not Applicable / Rarely use,4,Not Applicable / Rarely use,Not Applicable / Rarely use,Not Applicable / Rarely use,4,,,,,,,,
10/8/2019 1:10:39,Male,Post-doc,Dry lab,Academia / University,USA,> 10 years,Frequent user,Rare user,2 - 5 years,Yes,none,none,"RNA sequencing (bulk), Methylation, Proteomics, Microarray","Command line, RStudio","I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I have written my own R / Bioconductor package, but its not publicly available, I have written my own R / Bioconductor package that is shared on GitHub or similar, I have written my own R / Bioconductor package and released it via Bioconductor","the workflow of submitting a package is not very straight forward and the response time in the submission forum could take up to more that 2 weeks, which makes progress slow","internet searches, submission forum",4,3,5,5,4,Not Applicable / Rarely use,Not Applicable / Rarely use,5,5,4,5,4,Not Applicable / Rarely use,3,5,,"I didn't feel like I really knew what I was doing, and what the next steps are",limma,package managment,,,,
10/8/2019 1:18:52,male,post-doc,Dry lab,Academia / University,United States of America,> 10 years,Frequent user,Frequent user,2 - 5 years,Yes,Python,,"RNA sequencing (bulk), DNA sequencing (whole genome, exome / targeted), Single cell genomics, Microarray, Imaging data",Emacs + ESS,"I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I contribute to R packages (on CRAN, Bioconductor or elsewhere), I have written my own R / Bioconductor package, but its not publicly available, I have written my own R / Bioconductor package that is shared on GitHub or similar, I have written my own R / Bioconductor package and released it via Bioconductor",,"package vigettes, bioconductor support page, labmates",5,5,5,3,5,4,5,3,4,Not Applicable / Rarely use,2,Not Applicable / Rarely use,4,4,5,"have used biomaRt, BSgenome, TXDB ",Have submitted a ExperimentHub package,"BiocGenerics, GenomicRanges, Biostrings , SummarizedExperiment","required vignettes, package review process, CI build checks across platforms",small community can feel cliquish (around labs/institutes/twitter activity),,"visualization (Gviz, ggbio but with continued support/development)? ",
10/8/2019 1:20:43,male,postdoc,Dry lab,Academia / University,United States,5 - 10 years,Frequent user,Rare user,5 - 10 years,Yes,sometimes python,,"RNA sequencing (bulk), Single cell genomics",RStudio,"I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I contribute to R packages (on CRAN, Bioconductor or elsewhere), I have written my own R / Bioconductor package that is shared on GitHub or similar, I have written my own R / Bioconductor package and released it via Bioconductor",S4 objects/functions,package documentation and/or vignettes,4,Not Applicable / Rarely use,5,5,5,5,5,3,Not Applicable / Rarely use,Not Applicable / Rarely use,Not Applicable / Rarely use,Not Applicable / Rarely use,Not Applicable / Rarely use,5,5,,,"SingleCellExperiment, edgeR","commitment to open-access, interoperability",high start-up cost for prospective developers makes it kind of an exclusive club,"not exactly new, but I appreciate the local meetup events!",,
10/8/2019 1:44:40,Male,Bioinformatician,Dry lab,Academia / University,United States,5 - 10 years,Frequent user,Frequent user,5 - 10 years,Yes,Python,Bioconda,"Methylation, Microarray",Command line,"I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I contribute to R packages (on CRAN, Bioconductor or elsewhere), I have written my own R / Bioconductor package that is shared on GitHub or similar, I have written my own R / Bioconductor package and released it via Bioconductor","Time, so not your fault",support.bioconductor.org,4,4,3,3,3,4,5,3,2,4,4,Not Applicable / Rarely use,4,4,4,"I find AnnotationHub difficult to use, and the metadata for the resources on it are frequently lacking.",I don't have a lot of experience using ExperimentHub.,"annotatr, bsseq, chipenrich, GenomicRanges, minfi, ENmix, ","The base packages are excellent, and the overall quality of user-contributed packages is quite good.","Documentation is often spotty and confusing. Especially in the user-contributed packages, but also in the core Bioconductor packages.","No, I'm sorry.",I can't think of any at the moment.,
10/8/2019 1:56:07,female,PhD,Dry lab,Academia / University,Switzerland,2 - 5 years,Frequent user,Rare user,2 - 5 years,Yes,bash,,"RNA sequencing (bulk), DNA sequencing (whole genome, exome / targeted), Methylation","Command line, RStudio","I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I have written my own R / Bioconductor package that is shared on GitHub or similar","no barriers, work incomplete at this point ",online,5,5,5,5,5,5,5,5,5,5,5,5,5,Not Applicable / Rarely use,5,very useful to have genome annotations like BSgenome packages and packages to manipulate genomic regions like GenomicRanges package,not applicable,"BSgenome, QuasR, Txdb known gene packages, Rsamtools, GenomicFeatures, tximport, JASPAR2016","responsive community, strive to make things easier and more accessible ",,hackathon-like' events for students to create useful packages.,,very grateful to the Bioconductor community
10/8/2019 2:15:54,Male,Postdoc,Dry lab,Academia / University,United States,5 - 10 years,Frequent user,Frequent user,5 - 10 years,Yes,Python,Bioconda,"RNA sequencing (bulk), Single cell genomics, FACS, CyTOF","Command line, RStudio","I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I contribute to R packages (on CRAN, Bioconductor or elsewhere), I have written my own R / Bioconductor package that is shared on GitHub or similar, I have written my own R / Bioconductor package and released it via Bioconductor",,"Google, Bioconductor support site, Slack",4,4,5,5,5,4,5,5,4,4,5,4,5,5,5,,,,"Documentation, continuous testing, core classes, interoperability of packages",6-monthly devel/master cycle can sometimes be inconvenient,,,
10/8/2019 2:51:52,Male,PhD student,Dry lab,Academia / University,United States,2 - 5 years,Frequent user,Sometimes user,2 - 5 years,Yes,,,Methylation,RStudio,"I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I contribute to R packages (on CRAN, Bioconductor or elsewhere), I have written my own R / Bioconductor package and released it via Bioconductor",,Package vignettes,5,Not Applicable / Rarely use,5,4,4,4,3,4,3,Not Applicable / Rarely use,Not Applicable / Rarely use,4,Not Applicable / Rarely use,4,5,,,GenomicRanges,"Good community, active development and community involvement","Sometimes trying to get everyone to use the same infrastructure (ie common classes) might be overly restrictive, especially if the Bioc class is not as efficient as some non-Bioc options",,"Get easier access to a wide variety of GRanges/bed files from public data (e.g. ChIP-seq experiments). Also, not Bioc specific but in R it is hard to do some dimensionality reduction techniques/matrix factorization with big data (more specifically, I would like to do partial least squares regression with a large number of variables) ","While the contributions from people at places like MIT/Harvard and other ivy league schools has been incredibly helpful and a great service to the Bioc/scientific community (and hopefully will continue), it might be nice to increase involvement from people at other universities. Also, at the latest Bioc conference (2019) I looked around at one point in one of the bigger rooms with a lot of people and I don't recall seeing any African American people. Just an observation. Overall my experience with Bioconductor has been great so thanks to all those who have contributed time and effort!"
10/8/2019 3:08:51,male,emeritus,Dry lab,Academia / University,USA,> 10 years,Frequent user,Rare user,> 10 years,Yes,"C, emacs-lisp",,"DNA sequencing (whole genome, exome / targeted), Microarray",Emacs + ESS,"I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I contribute to R packages (on CRAN, Bioconductor or elsewhere), I have written my own R / Bioconductor package, but its not publicly available, I have written my own R / Bioconductor package that is shared on GitHub or similar, I have written my own R package and released it via CRAN, I have written my own R / Bioconductor package and released it via Bioconductor",,"vignettes, help pages, sometimes tips show up on support site",5,5,4,4,5,4,4,4,Not Applicable / Rarely use,Not Applicable / Rarely use,4,Not Applicable / Rarely use,Not Applicable / Rarely use,5,5,,,"BSgenome, GenomicRanges",Well crafted code,S4 Class complexity,,,
10/8/2019 3:30:26,male,faculty (tenured),Dry lab,Academia / University,Switzerland,> 10 years,Frequent user,Rare user,> 10 years,Yes,"Python, C/C++, bash",Galaxy,"RNA sequencing (bulk), Methylation, Single cell genomics, Proteomics, Microarray","RStudio, Emacs + ESS","I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I contribute to R packages (on CRAN, Bioconductor or elsewhere), I have written my own R / Bioconductor package, but its not publicly available, I have written my own R / Bioconductor package that is shared on GitHub or similar, I have written my own R / Bioconductor package and released it via Bioconductor",documentation/test overheads - only useful for code that is useful to many (not Bioconductor specific),support site or google,4,4,3,3,3,4,5,4,4,4,4,4,Not Applicable / Rarely use,4,4,"I frequently use TxDb packages (very nice interface), only rarely AnnotationHub (usually work with downloaded flat-files stored in a project folder)",not applicable (harly used yet),"core packages (e.g. GenomicRanges, BSgenome, Biostrings and their dependencies), own packages (:-), edgeR, ...","minimal level of software quality and support, single source/repository with broad collection of tools",variable quality of software/usability/documentation; inter-dependencies break code in other packages and create a need for constant updates and maintenance,"not really, maybe community hackatons to fill in feature gaps?","not everything needs to be done using Bioconductor, I am happy to use other tools if it fits better to a given task, such as imaging data analysis",great work - most valuable to the community and the research field(s) - keep it up!
10/8/2019 4:00:28,male,faculty (tenured),Dry lab,Academia / University,Italy,> 10 years,Frequent user,Rare user,> 10 years,Yes,"Perl, Java",,Metabolomics,"Command line, Emacs + ESS","I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I contribute to R packages (on CRAN, Bioconductor or elsewhere), I have written my own R / Bioconductor package, but its not publicly available, I have written my own R / Bioconductor package that is shared on GitHub or similar, I have written my own R / Bioconductor package and released it via Bioconductor",,"package help pages, vignettes",4,5,5,4,5,4,5,5,5,Not Applicable / Rarely use,4,4,5,5,5,Used/using mostly ensembldb EnsDb packages (via AnnotationHub),Never used.,"xcms, MSnbase, ensembldb, FamAgg, S4Vectors, IRanges, limma",Friendly community; openness; package and code submissions are appreciated by Bioconductor. ,None,,,Keep up your great work!
10/8/2019 4:31:39,Male,PhD student,Dry lab,"Academia / University, Hospital / Clinical",The Netherlands,1 - 2 years,Frequent user,Sometimes user,< 1 year,Yes,Python,None,"RNA sequencing (bulk), DNA sequencing (whole genome, exome / targeted), Single cell genomics, Hi-C",RStudio,"I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I contribute to R packages (on CRAN, Bioconductor or elsewhere), I have written my own R / Bioconductor package, but its not publicly available, I have written my own R / Bioconductor package that is shared on GitHub or similar","I'm not well versed enough in S4 OOP, c++ and Bioconductor conventions to make classes and functions that play nice with other Bioconductor packages.",Collegues,4,Not Applicable / Rarely use,4,4,4,3,5,2,3,Not Applicable / Rarely use,2,3,5,Not Applicable / Rarely use,4,I generally tend to find these opaque and difficult to interact with outside function written specifically to interact with these (e.g. GenomicFeatures). Translating Ensembl IDs to Refseq IDs is a task I dread every time.,I don't know about ExperimentHub at all.,"IRanges, GenomicRanges, rtracklayer, S4Vectors, DESeq2, EdgeR, scran",It is great to have a place where all things biological R are collected on the internet. I really like some core bioconductor classes.,"Sometimes Bioconductor can be quite insular. I love the concept of S4Vectors for example, but they don't tend to play nice with for example tidyverse packages or other neat packages on CRAN (e.g. data.table) that are outside Bioconductor.","I wish Bioconductor would have more transparent development. I'd like to know what development is going on and other news in packages I'm interested in, in the same way I could go to the ggplot2 github package and follow the discussion there so I may learn about the reasoning behind certain decisions. For example, I still don't understand why I can't lapply over a GRanges object anymore.",Hi-C analysis on bioconductor seem quite sparse.,Keep up the great work
10/8/2019 5:12:15,,,Dry lab,Academia / University,,> 10 years,Frequent user,Frequent user,> 10 years,Yes,"python, javascript, c++, lisp, go",,,Emacs + ESS,"I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I contribute to R packages (on CRAN, Bioconductor or elsewhere), I have written my own R / Bioconductor package, but its not publicly available, I have written my own R / Bioconductor package that is shared on GitHub or similar, I have written my own R / Bioconductor package and released it via Bioconductor",,,3,4,4,3,3,3,4,3,3,3,3,2,2,Not Applicable / Rarely use,4,,,,,,,,
10/8/2019 5:25:12,Male,PhD student,Dry lab,Academia / University,USA,5 - 10 years,Frequent user,Frequent user,2 - 5 years,No,"C++, Python",Bioconda,"RNA sequencing (bulk), DNA sequencing (whole genome, exome / targeted), Single cell genomics, Microarray, Imaging data","RStudio, Emacs + ESS","I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I contribute to R packages (on CRAN, Bioconductor or elsewhere), I have written my own R / Bioconductor package, but its not publicly available, I have written my own R / Bioconductor package that is shared on GitHub or similar",Collaborators (and I) don't like what using bioconductor packages does to your namespace ,"vignettes,slack,docs",4,2,4,2,3,4,2,3,4,Not Applicable / Rarely use,2,Not Applicable / Rarely use,Not Applicable / Rarely use,Not Applicable / Rarely use,3,Great once you get the hang of it but same problem as every bioconductor package: too many classes to keep track of.,,"rhdf5,GenomicRanges,VariantAnnotation,snpstats",IRanges,"S4.  S4 makes Bioconductor incompatible with most non-bioconductor packages, leading to wasted effort (poorly) duplicating non-bioconductor functionality in bioconductor (e.g ggbio,plyranges)",An S3-based GRanges. I want a plain old vector where each element has the seqname start and  end. to be make it fancy maybe store the seqinfo as an attribute.  I basically want the lubridate API but for the genome.,"anything in base R, or even anything non-bioconductor.  C and C++ libraries play well with CRAN/tidyverse, not so much with S4.",I wish bioconductor had a bigger emphasis on converting between Bio-specific data formats and generic base R data structures. 
10/8/2019 5:53:48,Male,early-career,Dry lab,"Biotechnology (including start-up), Pharmaceutical",USA,> 10 years,Frequent user,Rare user,5 - 10 years,Yes,"C++, Python","Anaconda, Bioconda, Biopython","RNA sequencing (bulk), DNA sequencing (whole genome, exome / targeted), Methylation, Proteomics, Microarray","Command line, RGui","I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators",,Documentation and vignettes,4,3,4,3,5,5,5,4,4,Not Applicable / Rarely use,3,Not Applicable / Rarely use,5,Not Applicable / Rarely use,5,I do not use them often. I work primarily with Human and Mouse data and keep text files for GENCODE to Hugo Symbol conversion. I rarely do high-throughput gene name conversion,Great way to logically organize data and experimental setup,"Differential expression (edgeR, DESeq, limma, ...)",breadth of available packages,Documentation of some packages can be out of date ,More workflows such as F1000 and highlighting strategies that have non-standard analyses to provide some intuition of extensions of methods that are useful.,,
10/8/2019 6:17:30,M,Industry,Dry lab,Biotechnology (including start-up),USA,5 - 10 years,Frequent user,Rare user,2 - 5 years,Yes,"C# , Bash, SQL",,"RNA sequencing (bulk), Microarray","Command line, RStudio","I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I have written my own R / Bioconductor package and released it via Bioconductor",building and testing on multiple environments. dependency tracking,,5,5,5,5,3,3,Not Applicable / Rarely use,3,5,4,3,3,Not Applicable / Rarely use,5,4,Great when they work. Huge hassle when they update. I'm doing my job and not following every season's new API. Just want my old code to keep running. ,What is that?,,dependency downloading,dependency building,"don't assume we have root or sudo, I use R so I can run scripts, but so many packages assume I can update Python and Fortran and it's impossible",,
10/8/2019 7:52:35,Female,post-doc,Dry lab,Academia / University,United States,5 - 10 years,Frequent user,Sometimes user,5 - 10 years,Yes,,,"RNA sequencing (bulk), DNA sequencing (whole genome, exome / targeted), Single cell genomics, Microarray",Emacs + ESS,"I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I contribute to R packages (on CRAN, Bioconductor or elsewhere), I have written my own R / Bioconductor package and released it via Bioconductor",,"package vignette, function help page. ",3,5,5,5,5,5,5,5,4,4,5,5,5,5,5,,,"SummarizedExperiment, DelayedArray","package documentation, high-standard review process. ",finding useful docs through website.,,"analysis tools, package articles, training. ",
10/8/2019 9:37:27,Male,Assistant Professor,Both,Academia / University,United Stated,> 10 years,Frequent user,Rare user,> 10 years,Yes,C,None,"DNA sequencing (whole genome, exome / targeted), Metabolomics","Command line, RGui","I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I have written my own R / Bioconductor package and released it via Bioconductor",,,5,5,5,4,4,5,1,4,Not Applicable / Rarely use,Not Applicable / Rarely use,Not Applicable / Rarely use,3,Not Applicable / Rarely use,4,4,,,Biostrings,Interoperability,Poor maintenance of core packages,Expand the community beyond RNASeq and cancer,Make Biostrings better,
10/8/2019 10:34:49,Male,Academic/bioinformatics service role,Dry lab,Academia / University,Australia,5 - 10 years,Frequent user,Frequent user,5 - 10 years,Yes,"Python, JavaScript",bioconda,"RNA sequencing (bulk), Single cell genomics","Command line, RStudio","I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I contribute to R packages (on CRAN, Bioconductor or elsewhere), I have written my own R / Bioconductor package that is shared on GitHub or similar, I have written my own R / Bioconductor package and released it via Bioconductor","The guidline to avoid :: adds busywork and produces packages that load excessive dependencies that may not actually be used. For infrequently used functions, it would be better to indicate the package it is from with :: in the place it is used.","Bioconductor support site, vignettes, reference documentation.",3,5,4,2,4,5,2,3,3,3,3,3,Not Applicable / Rarely use,3,3,"biomaRt relies on servers, and I'm unsure of the story on reproducibility if it exists at all, so it is something I will be avoiding. AnnotationHub looks to provide a great advance in reproducibility. It would be nice if there were a website to browse its contents, as I'm sure it contains great resources I'm not aware of.",It seems like a nice idea. Not sure what it contains.,"limma, SingleCellExperiment/scran/scater, DelayedArray/HDF5Array, GenomicRanges/Biostrings/rtracklayer ","Overwhelmingly comprehensive resource, interoperable packages.","Trying to imitate Java.

Load time of some core packages seems unnecessarily high, and also produces verbose messages.

DataFrame type doesn't play well with Tidyverse.",Workshops are always great.,,"As Bioconductor continues to standardize around a simple set of types, the userbase will become less and less skilled and also vastly larger. I hope this can continue."
10/8/2019 11:24:30,Male,postdoc,Dry lab,Academia / University,Australia,5 - 10 years,Frequent user,Rare user,5 - 10 years,No,"Python, Bash",,"RNA sequencing (bulk), DNA sequencing (whole genome, exome / targeted), Methylation","Command line, Emacs + ESS","I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators, I contribute to R packages (on CRAN, Bioconductor or elsewhere), I have written my own R / Bioconductor package that is shared on GitHub or similar",bioconductor doesnt allow dependency on github packages,github or twitter,Not Applicable / Rarely use,Not Applicable / Rarely use,Not Applicable / Rarely use,4,3,5,4,Not Applicable / Rarely use,Not Applicable / Rarely use,Not Applicable / Rarely use,Not Applicable / Rarely use,2,Not Applicable / Rarely use,Not Applicable / Rarely use,4,"Biomart is very unreliable, a huge liability to depend on because its resources are often offline and frequently updates that breaks backwards compatibility.",,Lots. Maybe granges?,Lots of packages.,the updates that break backwards compatibility. Requires a lot of time to depend on bioconductor packages because things break every bioconductor update...,,,
10/8/2019 12:56:03,Male,Undergraduate student ,Both,"Academia / University, Biotechnology (including start-up)",Ecuador,2 - 5 years,Sometimes user,Frequent user,1 - 2 years,No,Python,,"RNA sequencing (bulk), Metabolomics, Proteomics, Imaging data",RStudio,"I use functions from R packages to analyze data, I contribute to R packages (on CRAN, Bioconductor or elsewhere)",,,5,4,3,3,5,4,4,4,4,3,4,5,5,Not Applicable / Rarely use,4,,,mixOmics,,,,,
10/8/2019 19:18:28,Male,Phd Student,Both,Academia / University,Australia,2 - 5 years,Frequent user,Sometimes user,2 - 5 years,Yes,"Python, Bash",Bioconda,"RNA sequencing (bulk), DNA sequencing (whole genome, exome / targeted)","Command line, RStudio","I use functions from R packages to analyze data, I write R functions for use by myself or my collaborators",Lack of programming knowledge + domain specific knowledge,"package manual, biostar, bioconductor forum and last resort github/author",3,3,3,3,3,3,3,2,3,1,3,3,3,3,4,used rarely because there is not much support for non-model organisms or prokaryotics,havent usd,edgeR,"free, easy to access",,,,
